Date,Open,High,Low,Close,Adj Close,Volume
2006-06-01,35.439999,37.049999,34.849998,36.724998,31.322910,1621800
2006-07-01,36.924999,37.224998,34.055000,36.900002,31.472191,5047800
2006-08-01,36.500000,38.650002,36.005001,38.470001,32.811230,3801400
2006-09-01,38.625000,40.730000,37.639999,40.275002,34.350727,2454000
2006-10-01,40.235001,43.360001,39.689999,42.500000,36.248436,4028600
2006-11-01,42.855000,44.494999,41.599998,43.924999,37.463825,4827800
2006-12-01,43.950001,45.849998,42.605000,43.150002,36.802822,3562400
2007-01-01,43.525002,44.285000,42.205002,44.064999,39.217995,6934800
2007-02-01,44.365002,45.560001,40.715000,42.049999,37.424652,5707400
2007-03-01,40.685001,43.950001,39.520000,42.724998,38.025387,12742800
2007-04-01,42.755001,47.244999,42.349998,46.384998,41.401100,7949200
2007-05-01,46.450001,49.549999,45.860001,49.244999,43.953819,13250000
2007-06-01,49.625000,49.880001,45.849998,47.250000,42.173172,25198400
2007-07-01,47.560001,50.380001,43.645000,43.924999,39.319363,36156800
2007-08-01,43.790001,46.785000,38.840000,44.410000,39.753506,84773000
2007-09-01,44.650002,50.000000,42.615002,47.740002,42.734356,34296000
2007-10-01,47.779999,50.740002,45.044998,48.744999,43.746555,50282000
2007-11-01,47.889999,47.900002,39.924999,44.599998,40.026592,94689400
2007-12-01,44.349998,46.990002,40.450001,41.400002,37.154732,75807800
2008-01-01,41.570000,41.770000,30.575001,36.075001,33.821770,316275800
2008-02-01,36.500000,37.310001,33.169998,34.119999,31.988869,276186600
2008-03-01,33.730000,35.115002,30.094999,33.000000,30.938828,424591000
2008-04-01,33.924999,37.330002,33.145000,36.084999,33.907047,310526400
2008-05-01,36.145000,39.139999,35.560001,36.935001,34.705742,306540000
2008-06-01,36.720001,37.235001,30.344999,30.820000,28.959818,370586400
2008-07-01,30.110001,31.514999,27.000000,30.035000,28.315239,532149400
2008-08-01,30.139999,32.165001,29.025000,30.709999,28.951588,331614000
2008-09-01,31.400000,31.674999,22.430000,24.620001,23.210293,991330600
2008-10-01,24.110001,24.815001,12.050000,16.020000,15.141432,3696551400
2008-11-01,16.010000,17.350000,9.000000,13.300000,12.570598,3955373800
2008-12-01,12.560000,13.790000,10.935000,13.135000,12.414650,3518623200
2009-01-01,13.280000,14.465000,10.425000,10.970000,10.393259,3012962600
2009-02-01,10.655000,12.315000,8.620000,8.655000,8.199966,3534216800
2009-03-01,8.320000,10.860000,7.080000,9.865000,9.346353,4826826400
2009-04-01,9.630000,12.270000,9.580000,11.870000,11.303309,2720549000
2009-05-01,11.855000,13.420000,11.650000,13.200000,12.569811,2116014600
2009-06-01,13.490000,14.185000,12.235000,13.070000,12.446018,1889631200
2009-07-01,13.150000,15.295000,11.660000,14.960000,14.295465,1554524800
2009-08-01,15.315000,16.670000,14.750000,16.065001,15.351377,1377505600
2009-09-01,15.920000,18.000000,15.165000,17.160000,16.397739,1077113400
2009-10-01,17.070000,18.670000,15.980000,16.424999,15.736073,1278709000
2009-11-01,16.584999,19.055000,16.250000,18.450001,17.676128,1022640400
2009-12-01,18.780001,19.660000,18.129999,19.120001,18.318027,668301400
2010-01-01,19.430000,20.385000,17.635000,17.684999,16.947187,810368000
2010-02-01,17.955000,19.049999,16.745001,18.764999,17.982128,960303400
2010-03-01,18.910000,21.405001,18.900000,21.004999,20.128679,558762400
2010-04-01,21.270000,22.850000,21.040001,21.594999,20.774748,693819000
2010-05-01,21.809999,22.275000,16.520000,18.120001,17.431747,1444042200
2010-06-01,17.790001,19.514999,16.045000,16.105000,15.493281,1084702800
2010-07-01,16.135000,19.045000,15.500000,18.370001,17.710199,856609400
2010-08-01,18.930000,19.325001,16.365000,16.670000,16.071262,777646000
2010-09-01,17.125000,20.254999,17.105000,19.684999,18.977966,622173200
2010-10-01,19.969999,21.629999,19.355000,21.174999,20.475513,603403800
2010-11-01,21.395000,22.780001,20.825001,21.090000,20.393318,653748400
2010-12-01,21.725000,24.165001,21.715000,24.025000,23.231361,386297600
2011-01-01,24.355000,25.740000,24.135000,25.065001,24.242064,447558800
2011-02-01,25.385000,27.445000,25.355000,26.805000,25.924932,460069000
2011-03-01,26.965000,27.014999,23.670000,26.635000,25.760513,731068000
2011-04-01,26.980000,28.219999,25.389999,28.165001,27.307489,436524800
2011-05-01,28.434999,28.469999,26.075001,27.495001,26.657887,506192800
2011-06-01,27.320000,27.355000,24.040001,26.445000,25.639856,628556200
2011-07-01,26.445000,27.940001,24.940001,25.330000,24.579069,522671000
2011-08-01,25.924999,25.965000,18.230000,22.084999,21.430269,1404982200
2011-09-01,22.165001,22.555000,18.395000,18.985001,18.422173,1044068200
2011-10-01,18.754999,24.639999,17.084999,23.125000,22.482748,910102000
2011-11-01,21.895000,24.055000,19.760000,22.764999,22.132740,738331000
2011-12-01,22.719999,23.660000,21.225000,23.195000,22.550797,500390800
2012-01-01,23.985001,26.129999,23.495001,25.275000,24.577816,375624200
2012-02-01,25.695000,27.995001,25.625000,27.410000,26.653927,305058800
2012-03-01,27.635000,29.635000,26.450001,29.180000,28.375099,318334400
2012-04-01,29.125000,29.780001,27.120001,28.709999,27.983849,302920600
2012-05-01,28.715000,29.469999,24.605000,25.445000,24.801428,354142000
2012-06-01,24.520000,27.405001,23.655001,27.264999,26.575394,359667600
2012-07-01,27.415001,28.510000,25.865000,27.955000,27.277023,327262000
2012-08-01,28.240000,30.040001,26.985001,29.245001,28.535740,220027200
2012-09-01,29.170000,32.134998,28.780001,30.610001,29.867630,229497400
2012-10-01,30.855000,31.969999,29.049999,29.340000,28.682375,274629000
2012-11-01,29.580000,30.445000,26.690001,29.615000,28.951206,315324200
2012-12-01,29.985001,31.129999,28.934999,30.174999,29.498655,338997400
2013-01-01,31.260000,33.785000,31.100000,33.275002,32.589668,232779800
2013-02-01,33.639999,34.805000,32.740002,33.994999,33.294834,308374200
2013-03-01,33.775002,36.650002,33.470001,36.490002,35.738445,279454800
2013-04-01,36.525002,37.970001,35.055000,37.900002,37.136074,302612400
2013-05-01,37.730000,42.424999,37.130001,39.625000,38.826302,230765800
2013-06-01,39.814999,40.790001,36.224998,38.365002,37.591702,350637000
2013-07-01,38.799999,43.000000,37.950001,42.360001,41.535469,257711800
2013-08-01,43.049999,43.535000,39.529999,39.785000,39.010593,232334800
2013-09-01,40.564999,44.770000,39.830002,42.320000,41.496250,227792200
2013-10-01,42.334999,47.080002,40.505001,46.160000,45.306717,308229200
2013-11-01,46.290001,49.264999,45.599998,48.825001,47.922455,239077200
2013-12-01,48.915001,51.279999,46.775002,51.279999,50.332069,237242000
2014-01-01,50.880001,51.355000,46.919998,47.570000,46.734444,282036600
2014-02-01,47.465000,52.380001,45.180000,51.880001,50.968746,325975800
2014-03-01,51.000000,53.384998,50.485001,52.654999,51.730133,270086400
2014-04-01,52.994999,54.174999,49.419998,53.305000,52.383736,191791000
2014-05-01,53.220001,55.744999,51.950001,55.654999,54.693119,183593600
2014-06-01,55.834999,58.410000,55.270000,57.889999,56.889496,119601400
2014-07-01,58.174999,59.790001,56.174999,56.224998,55.297150,152357600
2014-08-01,55.915001,60.740002,54.724998,60.650002,59.649128,175115200
2014-09-01,60.830002,61.794998,58.285000,58.845001,57.873913,200964200
2014-10-01,58.669998,61.529999,50.020000,61.419998,60.432804,345813800
2014-11-01,61.584999,65.214996,60.459999,64.820000,63.778156,104585400
2014-12-01,64.275002,66.320000,58.970001,64.154999,63.123844,115632300
2015-01-01,64.639999,64.974998,59.735001,60.209999,59.353794,87425100
2015-02-01,60.555000,68.050003,59.224998,67.074997,66.121170,48722300
2015-03-01,67.114998,67.919998,63.044998,64.650002,63.730656,86032800
